Anxiety Level,Sleep Quality,Stress Level,Academic Performance
1.6378873478980829,0.8772798284514272,-0.1393282782081311,2.0718137752646415
10.814134379157753,4.52244728618205,0.19517247985401598,3.6653668751499295
7.274429456717192,2.941574145589289,-0.27723960482447185,3.261788661850585
2.2125170887903494,0.08267228396038939,1.1243461403476747,2.3862093642428377
19.471676730721228,1.8501108839049412,3.0635905249942996,5.957068624339069
8.139607139132295,0.21064751466600917,0.6563546235115012,1.6148300535664688
6.317184716620105,0.6364027542316991,-1.2407779623550783,3.9133145673984524
17.421606410878127,0.8963411296852597,1.0153756656073696,2.0976315796138536
3.306244424662898,0.8322929258467787,-0.032916133762940225,1.151881364513808
3.0351265938308316,4.418442483020259,1.5959242460888348,1.926250495167757
11.758025837524716,4.529760238008377,1.0385084712412787,1.880663900810628
16.17316229272522,1.177004892818807,-0.11051101103481686,3.5967525734407038
15.180421783458492,2.036299622185175,1.580458779075117,3.8844825998187136
8.992608890627789,2.3558007869768787,0.8339388524258586,3.646392710621135
5.014843614286795,4.151170088655717,0.8849867453872556,1.5694077838463207
20.59344976336808,1.4600381103433235,0.5794550225962491,2.0209751940726806
30.884452073072477,0.8691426589972168,3.1697155080521653,-0.033100211535392
16.926622766212244,2.2907155423031416,0.9376879316009596,3.988009743923251
11.743197544963317,4.512145815285161,1.0656777772860635,3.831150292786727
15.456712357735372,2.974684623670484,1.0514620683769962,2.1513336690040847
8.636264895672465,2.0630666666063324,0.2556593254317696,2.7796143974629333
11.888694906614576,2.028254685404284,0.948339129648212,-0.02450059141501182
8.526593283215949,1.542420829235554,0.9317288421284081,0.8069142423739404
10.035709633934713,1.5893936545170844,2.4173501180761052,3.3176047972316023
11.837188848593117,2.0754300795483918,0.22754335551531013,1.1831700591273753
12.712816211987434,3.190835348117252,2.0962834152334313,1.8307015080425417
9.312428044354707,3.976347586436856,0.5461772059255806,3.1138839023756066
21.26544389646262,0.18516706563939445,0.14467326127279434,2.5249508032649053
10.101400166139284,3.6727054876313643,1.452017447709821,3.375141302770938
15.14184030870629,3.8628543138503515,1.0458118616172085,3.8837504711241158
17.571257074158588,1.2221226348795555,1.1932598654057485,4.307055360549261
19.03045221930264,4.92538429724584,1.388938115878831,3.1187961876214065
2.786109990265011,3.375029223114099,0.7092532774426313,4.237298947330668
13.918565765118977,4.463823680704005,1.3912094995041948,2.774350384657097
15.521130077473115,1.2152735025305987,1.5082023388836518,1.5373219151607602
13.180787561403342,0.2584793864374174,1.6411444992382864,3.5036736191203683
9.111737114348516,3.5487153174653416,0.6812635811829963,3.848192785708471
19.239687013799685,4.7863215623655355,0.7240434087208267,4.49121647102016
7.253497016860486,0.11417608806298385,-0.1457333483996508,-0.11049322483254942
13.254523984712732,4.565712618266332,-0.016553528749333912,1.6848017832126834
9.797502108784098,3.641368561509415,1.3511661953915313,1.0623609175596511
15.458228361553374,4.777026598689827,1.1241887783235434,3.8407786363509118
16.14417174340889,1.3656772418293022,0.6126066636454397,1.0762481605794028
1.96286428280205,0.8529675610292076,0.7574722902653542,0.45853333051517886
1.001886975242888,1.6130050890984697,0.9530470996376227,2.9089205536052507
9.68603118491012,1.386192303939835,2.1975823147738733,5.338834230474084
8.846849425047349,2.4530122651295505,1.670414336949317,4.1439674007411735
13.271166161852879,0.653578731667237,1.1885766750693856,0.19689540323509247
15.10529219495697,3.690918682537684,0.2992207572849074,2.861540013425437
3.99286359597947,0.7016178673140894,0.805354691026487,3.5271215644345615
6.240700288059069,2.8532535390057774,2.2622963293920018,2.2855591765210868
10.766987622358203,2.6666896660548645,2.3923320239459422,3.0603376929752195
27.23152995747438,1.1676151784437583,1.8716070543737635,5.253054381988012
2.05166895646545,2.384470225237626,1.9777365857039677,3.0313891336377248
11.57586759234101,2.323710852947955,1.3770730606219632,1.422508289666882
14.148120247396925,4.0301554859126885,-0.16532172608721685,3.528646625274643
15.893993008425216,0.09292555677236969,1.4514497091408425,3.0621206516406967
11.309034823092222,3.56408292310195,0.11484957536108487,2.4992122787631295
10.012667842510428,1.2549668109095002,0.08934150112540173,1.003077416044692
12.669196498448915,3.302632806044341,1.4522311286894385,1.559234646292446
11.522688211158851,3.1822297923182195,1.5717267301833246,4.710067603469936
11.205610215063388,0.28493832473387104,2.0242023341403907,2.0468579713984556
15.479413497668462,3.5945477445630267,1.300228152322305,3.038810419389591
5.338174497254941,1.6996171616542806,1.801434831429018,1.2315342029582672
9.525340001033735,2.748214341788124,0.40852404395892983,2.160303753823457
17.64872575120956,3.721599644608053,-0.34668603131306486,3.5052317135586097
11.234047343077103,0.8925636928250041,1.3427726888888216,2.5615577478644966
9.720399880484294,1.2535205160903988,0.6302416327538922,1.6922526831142992
5.654272317502639,0.6693985191988033,-0.617320713120368,1.7141357367643204
9.376121972375252,0.7538703993306539,0.007263561343627933,0.21001044058863716
12.33346230984498,4.695151703887922,2.167500462623273,2.201185712264845
12.5108815826599,4.857264433369267,1.2817706948380367,2.3851858966384034
15.247556523835772,0.7127829438126843,0.8732477340347368,1.6576583519237886
13.963938989041537,0.9793250603271197,1.3271224592162933,1.027024148396829
19.826010013829155,0.501989192382658,1.6089426488685157,4.944246542046226
7.504283185540578,0.4090623497815654,0.2132841494550466,3.2489806189172405
23.39491695518103,3.841878361205806,0.5134888557527993,1.7619791638083715
17.52700332174274,1.0517837228031506,-0.144321266157462,2.558963135914398
15.831134239866799,2.3108822361264334,0.8013688855195636,2.473906321553679
1.4726909640513703,0.42005018060471466,-0.20817817139448302,3.71955783741506
18.385312997968622,1.6575114184881712,1.3070320976814709,3.0129641454304443
-3.24072027174066,4.9416290039661845,1.8994613589430136,1.4607259953974232
10.813334179279092,4.501360219488616,0.8426110033348793,2.074481095991222
-11.85934226710938,4.326643022655902,0.29585929966514657,2.385183215930365
9.805701850161212,1.9213174715221981,0.806960381094387,3.001331237218402
13.102584453396187,3.5029234537215554,1.3260993917567265,4.460616642449391
10.684695291265973,0.1856485256511875,0.679157983138585,2.1936894505637317
7.194313500496188,2.5066310958772906,0.5555768843393327,2.021716387095992
8.822413365692794,0.5694654345169031,0.7792385929545114,4.200000607871648
-4.425518565578054,3.668449139517709,1.5453753773700165,3.6405138256931977
11.82508843853965,2.184104013630457,0.6009036317396559,1.9815359101698378
6.684222875438024,1.6349319432783982,0.3261699631047762,0.8622875868408608
